Data;Estação;Latitude;Longitude;Radiação Solar (W/m2);Precipitação (mm);Vel do Vento Média (km/h);Temp. Mínima (°C);Temp. Média (°C);Temp. Máxima (°C);Umidade Rel. Mín. (%);Umidade Rel. Média (%);Umidade Rel. Máxima (%);Rajada de Vento (km/h);Evapotranspiração (mm)
"17/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;11,4;21,03;21,19;21,57;97,24;99,55;100;25,2;
"17/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";66;0;10,6;20,96;21,1;21,4;98,68;99,89;100;20,5;
"17/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";121;0;7,7;21,54;21,97;22,19;87,22;90,98;97,14;16,9;
"17/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";199;0;6,9;22,15;22,64;23,25;82,77;85,91;89,02;17,3;
"17/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";121;0;3,1;22,47;23,23;23,53;79,96;83,41;92;11,9;
"17/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";58;4,2;8,4;18,83;21,2;22,49;92,96;98,28;100;29,5;
"17/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";51;3,4;5,9;18,52;18,71;18,87;99,97;99,98;99,98;18,4;
"17/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";124;1;4,8;18,57;18,72;18,94;99,97;99,97;99,98;12,2;
"17/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";305;0,4;4,4;19,02;19,58;20,31;98,52;99,7;100;10,4;
"17/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";601;0;4,3;20,71;21,43;22,14;93,52;96,23;99,64;10,1;
"17/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";391;0;1,9;21,87;22,83;24;81,82;88,68;93,52;9;
"17/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";247;0;5,5;23,26;23,43;23,66;81,53;85,37;88,57;15,8;
"17/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";128;0;7;22,96;23,17;23,37;84,26;86,66;90,11;14,8;
"17/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";27;0;4,8;22,61;22,78;22,98;87,44;89,15;90,96;11,2;
"17/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,3;22,28;22,55;22,63;92,1;93,28;95,51;9;
"17/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,7;21,53;21,86;22,21;96,01;98,8;100;7,9;
"17/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,4;21,46;21,53;21,65;98,11;99,11;99,98;10,1;
"17/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,5;21,01;21,22;21,39;99,09;99,81;100;9;
"17/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,2;20,75;20,84;20,98;99,12;99,82;100;9,4;
"18/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,3;20,44;20,59;20,74;99,79;99,98;100;9,7;4,1
"18/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;1;6,1;19,26;20,13;20,51;99,98;99,98;100;18,4;
"18/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;7,9;18,64;19,03;19,27;99,97;99,97;99,98;21,2;
"18/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,6;8,7;17,8;18,19;18,42;99,97;99,97;99,97;20,5;
"18/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,6;17,39;17,64;17,79;99,97;99,97;99,97;17,3;
"18/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;9,3;16,91;17,05;17,19;99,97;99,97;99,97;19,1;
"18/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";11;0,2;8,8;16,92;17,1;17,34;99,97;99,98;99,98;17,6;
"18/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";76;0;5,9;17,18;17,47;18,2;98,6;99,87;99,99;13;
"18/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";232;0;3,8;18,26;18,72;19,11;94;95,76;97,26;10,4;
"18/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";178;0,2;6,3;18,16;18,64;19,28;93,37;97,77;99,99;17,6;
"18/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";321;0,2;7,9;18,18;18,59;19,28;98,81;99,89;99,99;16,9;
"18/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";485;0;9,7;19,26;19,9;20,63;92,81;95,71;98,95;24,1;
"18/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";617;0;12,3;20,05;20,88;21,63;85,14;88,26;93,91;26,6;
"18/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1060;0;13,7;21,74;22,67;23,63;68,08;77,74;84,42;25,2;
"18/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";542;0;14;23,44;23,84;24,51;57,37;64,89;69,96;35,3;
"18/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";488;0;16,1;23,78;24,34;25,09;52,79;56,44;58,87;29,9;
"18/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";409;0;16,3;23,59;24,19;24,54;46,56;51,72;55,74;35,3;
"18/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";255;0;15,3;23,31;23,96;24,39;42,76;44,8;46,36;31,3;
"18/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";70;0;10,6;21,81;22,52;23,3;46,11;52,02;57,23;28,1;
"18/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;12,4;20,41;21;21,63;50,77;55,31;61,58;22,3;
"18/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;14;19,14;19,76;20,39;48,67;50,78;53,75;24,8;
"18/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;12,9;18,15;18,71;19,18;50,49;52,78;55,55;22,3;
"18/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,2;17,27;17,78;18,44;54,12;57,37;60,78;18;
"18/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,3;16,69;16,98;17,49;57,88;61,43;63,79;22,3;
"19/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,4;16,05;16,21;16,59;64,44;66,98;69,17;17,3;5,7
"19/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,7;15,71;15,85;16,06;67,96;70,1;71,56;20,2;
"19/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,7;14,64;15,24;15,68;71,3;73,35;77,5;19,8;
"19/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,1;14,02;14,45;14,68;76,05;78,74;83,25;12,2;
"19/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,1;14,3;14,6;14,85;76,46;78,6;80,93;11,9;
"19/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,5;14,13;14,42;14,59;78,25;79,81;82,43;9,7;
"19/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";152;0;6;14,51;15,67;16,71;72,27;75,77;80,7;13,7;
"19/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";285;0;6,4;16,75;17,48;18,39;66,43;70,77;72,39;15,1;
"19/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";397;0;5,3;18,07;19,08;20,43;59,81;66,47;70,64;20,2;
"19/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";615;0;5,3;20,34;21,27;22,3;53,34;59,73;64,84;14,8;
"19/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";844;0;6,3;21,89;22,86;23,78;48,74;52,98;57,35;14,4;
"19/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1082;0;5,2;23,12;24,12;24,93;45,98;49,84;57,03;14;
"19/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1159;0;3,8;24,59;25,36;25,98;39,52;46,12;53,69;11,5;
"19/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1085;0;4,1;25,6;26,23;27;39,69;42,6;48,98;18,4;
"19/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";901;0;5,1;26,98;27,37;27,86;33,09;38,72;46,8;16,6;
"19/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";728;0;6;27,33;27,54;28;31,26;33,6;36,76;15,5;
"19/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";523;0;5,7;27,32;27,61;28,1;29,68;32,85;36,31;19,8;
"19/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";280;0;3,8;26,62;27,17;27,49;30,25;32,34;35,42;12,6;
"19/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";77;0;1,4;24,55;25,76;26,63;34,77;40,11;49,32;5,4;
"19/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,3;23,71;24,04;24,54;40,79;47,52;52,64;3,2;
"19/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,4;23,06;23,53;23,95;42,22;47,71;52,18;3,2;
"19/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,3;22,38;22,8;23,69;43,3;50,25;53,88;5;
"19/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,9;21,82;22,48;23,04;41,99;47,23;50,95;4,3;
"19/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;22,12;22,7;23,14;40,81;43,44;46,73;0,7;
"20/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,4;21,22;22,3;22,91;38,81;41,59;46,79;8,3;6,1
"20/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,3;18,98;19,76;20,78;48,85;55,68;62,69;13;
"20/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,9;17,99;18,44;19;61,95;67,09;70,24;13;
"20/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,5;17,61;17,93;18,28;67,56;70,13;71,96;15,8;
"20/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,4;16,81;17,24;17,51;73,1;75,02;78,82;27;
"20/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,3;16,43;16,7;17;75,7;76,44;78,67;24,8;
"20/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";142;0;8;16,55;17,05;17,65;70,04;74,39;77,07;25,6;
"20/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";283;0;7,6;17,85;18,52;19,45;62,87;67,78;72,07;19,1;
"20/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";414;0;9;19,54;20,39;21,24;60,13;63,23;66,13;23,4;
"20/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";616;0;8,2;21,12;22,21;23,32;55,83;59,29;61,89;18,7;
"20/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";830;0;8,2;23,16;24;25,11;49,66;52,79;57,14;21,6;
"20/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1101;0;6,8;25,04;25,84;26,68;44,78;48,89;54,77;15,1;
"20/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1068;0;6,8;26,07;26,83;27,26;37,19;42,08;51,62;19,1;
"20/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1074;0;7,1;27,06;27,58;27,96;34,09;38,55;42,67;17,6;
"20/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";923;0;6,6;27,91;28,23;28,76;31,58;34,73;40,38;19,8;
"20/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";731;0;5,7;27,89;28,35;28,9;31,92;34,4;38,28;16,6;
"20/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";515;0;5,3;27,78;28,1;28,34;30,74;33,36;36,11;14;
"20/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";282;0;5,8;26,82;27,46;27,92;32,66;34,49;36,76;15,8;
"20/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";71;0;3;25,18;26,01;26,88;34,87;38,95;42,29;13,7;
"20/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,5;24;24,54;25,09;41,19;43,28;45,59;10,8;
"20/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,4;23,53;23,98;24,54;43,68;46,03;48,15;20,5;
"20/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,7;21;22,61;23,73;47,01;51,85;60,28;16,9;
"20/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;20,33;20,79;21,24;61,5;65,1;68,01;21,2;
"20/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,2;19,72;19,89;20,31;67,98;69,74;71,18;18,4;
"21/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,3;19,49;19,7;19,91;65,56;67,33;69,63;19,4;6,7
"21/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;18,7;19,11;19,57;65,72;68,82;71,56;18;
"21/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,9;18,42;18,82;19,13;68,87;70,38;73,03;24,1;
"21/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,4;17,6;18,12;18,42;72,1;73,64;76,75;19,8;
"21/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;16,66;17,07;17,72;75,7;79,6;82,36;16,2;
"21/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,3;16,86;17,35;17,88;73,44;77,34;80,49;38,9;
"21/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";136;0;6,9;17,48;18,13;18,77;72,2;74,54;77,65;22;
"21/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";282;0;6,7;19,01;19,88;21,43;64,22;69,38;73,05;17,6;
"21/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";402;0;5,7;21,16;22,69;23,99;55,84;61,43;67,25;15,5;
"21/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";607;0;8,2;23,94;25,42;26,65;48,26;52,38;61,69;18,7;
"21/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";809;0;10,6;26,28;26,96;27,7;44,95;48,59;52,34;23;
"21/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1061;0;10,4;27,58;28,22;29,11;43,38;46;51,43;24,8;
"21/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1169;0;8,4;29,05;29,7;30,3;37,08;43,91;50,37;18,4;
"21/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1071;0;7,5;30,32;31,17;31,89;32,07;37,46;43,93;18,4;
"21/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";903;0;5,8;30,64;31,92;32,61;29,76;33,7;38,02;18;
"21/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";781;0;7,1;31,85;32,6;33,02;26,43;29,46;32,07;22;
"21/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";519;0;8,4;32,18;32,4;32,73;25,8;27,23;29,53;25,2;
"21/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";280;0;9;31,36;31,82;32,39;25,82;27,93;29,66;19,8;
"21/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";65;0;3,5;28,12;29,58;31,27;30,38;36,79;41,93;14,8;
"21/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,9;26,86;27,47;27,99;40,07;42,19;43,94;3,6;
"21/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,7;26;26,75;27,4;41,52;44,87;47,17;8,6;
"21/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,2;25,5;25,81;26,06;43,9;46,31;48,06;7,9;
"21/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2;25,35;25,67;25,99;46,07;47,52;48,78;7,9;
"21/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;24,87;25,07;25,25;48,96;50,69;51,85;2,9;
"22/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;24,39;24,68;25,01;51,71;53,68;54,97;2,5;6,4
"22/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,1;24,06;24,37;24,76;52,37;54,28;55,79;3,6;
"22/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;22,37;23,42;24,22;54,87;59,17;65,44;2,2;
"22/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,1;23,38;23,7;24,02;54,29;56,87;59,25;1,4;
"22/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;22,53;23,63;24,39;51,41;55,95;62,07;17,3;
"22/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;11,5;22,98;23,21;23,53;54,08;57,03;59,57;23,8;
"22/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";60;0;11,7;23,03;23,35;23,87;55,29;58,27;60;25,9;
"22/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";265;0;11,5;24,09;25,27;26,29;49,31;52,18;55,16;20,9;
"22/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";414;0;12,6;26,51;27,36;28,09;45,64;47,15;49,15;28,8;
"22/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";550;0;12,5;27,4;28,12;28,59;43,25;46,29;48,86;32;
"22/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";722;0;9,1;28,3;29,47;30,39;40,45;44,15;47,77;21,6;
"22/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1045;0;8,6;30,81;31,62;32,32;32,53;38,52;44,49;20,9;
"22/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";936;0;6,1;31,69;32,55;33,27;27,56;31,81;38,45;13,7;
"22/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";667;0;3,2;31,61;32,48;33,6;28,11;32,34;41,48;13;
"22/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";920;0;5,9;33,03;33,46;33,98;27,13;30,18;34,56;14;
"22/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";570;0;10,1;30,05;32,29;33,85;27,16;33,31;40,23;29,2;
"22/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";547;0;6,8;31,36;32,46;33,19;29,34;32,92;39,28;16,9;
"22/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";287;0;9,5;31,25;32,02;32,62;29,16;30,06;31,39;17,3;
"22/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";68;0;4,1;29,1;29,96;31,06;31,67;35,45;37,69;11,9;
"22/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,8;27,8;28,33;28,95;37,24;40,01;44,38;7,9;
"22/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,4;26,97;27,31;27,82;42,44;43,89;45,65;3,2;
"22/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;26,81;27,11;27,45;41,32;44,65;50,15;2,2;
"22/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;26,83;27,07;27,41;41,32;45,85;49,3;2,2;
"22/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;26,68;27,14;27,46;39,57;41,93;44,57;1,1;
"23/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,4;23,01;24,25;26,91;42,85;60,01;67,85;14,8;4,8
"23/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,1;23,26;23,83;24,41;60,09;63,62;67,66;15,8;
"23/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6;21,63;22,48;23,24;67,84;73,13;78,84;21,2;
"23/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,9;20,52;20,84;21,38;80,54;85,32;88,91;15,8;
"23/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,9;19,87;20,17;20,53;89,19;91,91;93,99;16,6;
"23/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,2;19,64;19,86;20;94,03;94,94;95,95;18,7;
"23/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";121;0;5,4;19,84;20,27;20,66;90,58;93,02;95,37;13;
"23/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";284;0;6;20,92;21,52;22,69;82,72;86,01;89,42;14;
"23/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";381;0;5,2;22,72;23,42;24,26;73,94;77,41;80,91;11,9;
