Data;Estação;Latitude;Longitude;Radiação Solar (W/m2);Precipitação (mm);Vel do Vento Média (km/h);Temp. Mínima (°C);Temp. Média (°C);Temp. Máxima (°C);Umidade Rel. Mín. (%);Umidade Rel. Média (%);Umidade Rel. Máxima (%);Rajada de Vento (km/h);Evapotranspiração (mm)
"23/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";597;0;4,2;24,6;25,41;26,11;67,89;71,56;75,09;15,5;
"23/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";777;0;4,5;26,23;27,11;27,94;61,57;65,56;70,91;14,8;
"23/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";869;0;4,3;27,49;28,07;28,48;59,68;61,45;68,01;15,5;
"23/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";980;0;5,3;28,04;29,32;30,09;50,08;54,02;59,18;14,8;
"23/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";706;0;4,4;29,18;30,01;31,19;44,07;49,89;56,11;14;
"23/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";605;0;3,9;29,44;29,97;30,76;45,42;49,15;51,98;11,2;
"23/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";132;0;1,5;28,11;28,68;29,24;50,29;53,36;57,19;6,8;
"23/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";141;0;6,5;26,46;28,01;29,37;47,59;58,61;71,28;18,4;
"23/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";210;0;7,3;26,35;26,63;26,93;58,31;61,38;65,89;14,4;
"23/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";40;0;4,9;24,74;26,07;26,71;60,33;65,99;72,51;14,8;
"23/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,7;24,02;24,78;25,34;67,08;71,76;77,61;3,6;
"23/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,2;22,46;23,46;24,27;74,9;79,62;83,59;22;
"23/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,5;20,61;21,58;22,42;79,43;84,16;89,92;21,6;
"23/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,8;19,43;19,94;20,46;88;90,66;92,42;25,2;
"23/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;10,5;18,12;18,78;19,4;86,71;92,95;100;26,6;
"24/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,3;18,08;18,16;18,21;97,8;98,86;100;27,4;3
"24/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,8;18,18;18,27;18,41;95,34;96,41;98,19;23,8;
"24/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,3;18,12;18,22;18,3;94,32;95,62;96,15;24,1;
"24/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,4;18,05;18,21;18,36;94,7;96,1;97,57;21,6;
"24/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,1;17,94;18,04;18,16;96,87;97,72;98,92;19,8;
"24/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,1;17,91;17,96;18,02;98,41;99,01;99,43;12,2;
"24/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";47;0;6,1;17,99;18,16;18,51;97,02;99,04;99,91;16,9;
"24/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";99;1;9,6;18,59;18,95;19,15;90,47;93,67;97,14;22,3;
"24/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";105;3,8;6,8;18,3;18,84;19,22;97,07;99,09;100;24,8;
"24/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";11;5,4;10,4;18,12;18,61;19,01;87,93;95,32;100;28,1;
"24/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";456;0,8;14,9;18,36;19,39;21,21;82,3;95,49;99,99;38,2;
"24/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";963;0;3,2;21,43;22,04;22,88;73,65;81,47;89,37;10,8;
"24/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";714;0;6;22,84;23,29;24,03;75,22;81,01;86,9;19,1;
"24/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";388;0;3,7;23,06;23,61;23,95;72,28;76,23;79,45;11,2;
"24/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";241;0;5,5;22,89;23,36;24,45;73,99;78,91;84,2;12,2;
"24/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";459;4,2;6,7;18,08;20,15;21,7;91,64;97,28;99,99;27,4;
"24/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";445;0;5,2;21,65;22;22,39;89,08;90,98;94,61;12,2;
"24/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";237;0;4,7;21,7;21,94;22,11;82,91;87,33;90,39;11,9;
"24/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";41;0;3,8;20,57;21,18;21,77;85,11;88,28;91,58;14,8;
"24/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,3;19,72;20,1;20,58;89,52;92,86;96,5;7,9;
"24/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;19,04;19,6;19,93;89,25;92,28;98,03;11,5;
"24/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,5;18,41;18,77;19,28;91,32;92,83;95,63;25,6;
"24/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9;17,59;18,11;18,43;88,41;90,4;93,7;23;
"24/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,2;16,91;17,15;17,46;93,78;94,55;95,1;19,8;
"25/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,4;16,27;16,51;16,88;93,6;95,2;95,89;19,1;5,3
"25/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,4;15,71;15,93;16,26;95,45;97,66;98,83;18,4;
"25/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,8;15,78;15,82;15,87;97,04;97,44;98,05;16,6;
"25/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,4;15,59;15,69;15,87;96,83;97,71;98,4;14,8;
"25/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,1;15,32;15,47;15,66;97,56;98,81;99,68;15,8;
"25/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,5;14,97;15,18;15,36;99,6;99,93;100;19,4;
"25/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";136;0;5,2;14,98;15,68;16,3;95,26;98,4;100;16,9;
"25/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";321;0;6,6;16,51;17,41;18,56;84,52;89,94;94,23;18,4;
"25/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";375;0;6,8;18,87;19,46;20,25;73,34;77,42;80,92;17,6;
"25/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";616;0;7,6;20,65;21,19;22,04;68,35;70,91;75,99;16,9;
"25/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";788;0;6,5;22,02;22,77;23,61;64,55;67,77;73,54;19,1;
"25/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1003;0;4,3;23,29;24,24;24,94;60,59;63,64;68,32;13,7;
"25/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1077;0;4,3;24,22;25,13;26,14;55,35;59,77;63,92;14,8;
"25/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1128;0;4,1;26,11;26,55;26,88;52,32;55,07;64,49;11,5;
"25/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";881;0;4,8;26,07;26,95;27,86;47,04;50,9;55,39;13,3;
"25/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";635;0;4,1;25,79;26,83;28,06;44,64;49,17;52,46;12,2;
"25/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";544;0;4,2;26,72;27,02;27,4;44,39;47,68;54,73;11,9;
"25/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";301;0;4,6;25,91;26,46;27,04;42,67;46,57;49,51;12,2;
"25/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";89;0;3,2;23,79;24,88;25,78;48,54;51,96;56,06;8,6;
"25/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,2;22,82;23,07;23,43;54,8;56,28;57,72;5,8;
"25/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,2;22,07;22,33;22,68;56,09;58,99;60,83;13,3;
"25/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3;21,57;21,84;22,12;60,59;61,92;63,34;8,6;
"25/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,5;20,69;21,1;21,63;62,76;65,73;67,76;9,4;
"25/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,2;20,39;20,68;20,92;65,75;67,27;69,53;13,7;
"26/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,9;19,35;19,9;20,41;69,19;72,58;75,95;16,9;5,7
"26/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,9;18,22;18,63;19,28;76,52;80,79;83,4;14,4;
"26/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7;17,56;17,92;18,38;82,65;85,28;88,09;18;
"26/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,5;17,07;17,3;17,42;87,79;88,81;89,76;21,6;
"26/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,2;16,52;16,93;17,4;86,04;89,58;92,05;16,6;
"26/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,1;16,3;16,54;16,67;88,9;90,53;92,5;20,5;
"26/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";142;0;9,5;16,41;17,11;17,69;84,82;87,41;90,58;22,3;
"26/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";336;0;6,7;17,85;18,81;19,69;73,2;77,65;83,29;16,9;
"26/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";378;0;5;19,57;21,01;22,14;60,75;66,76;72,09;11,9;
"26/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";626;0;6,9;22,23;22,88;23,86;48,74;57,77;64,85;16,9;
"26/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";793;0;5,9;23,97;24,59;25,36;45,23;49,62;52,35;17,3;
"26/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";983;0;6;25,36;25,71;26,21;38,63;43,05;45,14;18,4;
"26/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1175;0;6,1;25,59;26,42;26,85;38,07;41,42;45,84;16,6;
"26/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1006;0;5,9;26,7;27,12;27,73;37,16;39,48;41,8;16,2;
"26/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";879;0;5,5;27,03;27,79;28,16;33,76;38,68;42,39;13,3;
"26/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";674;0;5,1;26,36;27,58;28,65;33,39;36,37;40,63;14,4;
"26/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";448;0;3,2;26,4;27,41;28,12;34,82;37,97;41,39;14;
"26/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";271;0;3,9;26,33;27,08;27,83;34,17;36,78;39,95;11,9;
"26/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";96;0;4,1;25,1;26,06;26,8;34,82;39,41;44,52;13,3;
"26/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,2;23,76;24,36;25,12;43,32;46,62;48,79;13;
"26/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3;22,78;23,12;23,62;48,77;50,94;52,52;10,1;
"26/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,8;22,26;22,59;22,89;50,27;52;55,2;18,4;
"26/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,2;21,51;21,96;22,36;51,74;53,78;55,68;20,9;
"26/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,2;20,31;20,73;21,22;56,9;59,28;61,99;14,8;
"27/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,7;18,82;19,5;20,19;62,99;67,4;72,48;23,4;5,9
"27/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,3;17,89;18,29;18,9;71,05;74,95;77,52;11,5;
"27/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,2;17,25;17,68;18,16;70,08;72,49;76;11,5;
"27/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,3;16,81;17,15;17,37;65,64;67,78;71,21;20,9;
"27/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,5;16,72;16,87;17,03;64,52;65,7;66,83;14;
"27/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";2;0;5,2;16,35;16,71;17,18;62,82;65,32;67,87;24,8;
"27/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";151;0;8;16,85;17,21;17,6;63,42;65,28;67,32;19,4;
"27/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";357;0;9,4;17,57;18,32;19,23;61,3;63,54;65,74;21,2;
"27/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";372;0;9;19,02;19,64;20,54;54,24;58,17;59,79;26,6;
"27/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";621;0;8;20,39;21,23;22,17;50,7;54,88;57,98;18,4;
"27/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";784;0;6,5;22,29;23,38;24,69;44,47;48,4;53,8;15,1;
"27/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";981;0;6,5;24,17;24,86;25,9;34,99;42,52;47,21;14,8;
"27/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1164;0;5,5;25,94;26,5;27,34;33,71;38,31;43,64;14,4;
"27/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1079;0;5,7;26,85;27,4;28,31;31,13;35,42;39,29;16,9;
"27/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";914;0;7,2;27,3;27,73;28,21;34,07;35,51;38,86;17,3;
"27/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";741;0;6,6;27,67;27,99;28,49;32,81;34,72;37,09;15,5;
"27/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";531;0;6,8;27,38;27,68;28,06;32,17;33,63;35,15;19,4;
"27/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";271;0;5,4;26,18;26,81;27,24;34,19;36,13;39,09;14,8;
"27/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";78;0;3,6;24,64;25,47;26,03;38,28;41,13;44,6;9,7;
"27/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,8;23,12;23,93;24,44;44,45;46,34;49,49;6,8;
"27/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,6;22,25;22,65;22,88;46,94;48,58;49,93;6,5;
"27/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,6;22,18;22,42;22,85;44,09;46,92;48,68;7,6;
"27/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,3;21,68;22,46;23,24;42,91;45,84;49,33;14;
"27/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,7;20,13;20,81;21,56;51,33;55,87;59,76;11,5;
"28/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;19,57;20,04;20,46;57,82;60,76;63,42;11,5;5,7
"28/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,9;18,47;18,93;19,47;64,25;67,91;71,06;10,8;
"28/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,3;17,58;17,87;18,49;71,01;74,77;77,1;12,2;
"28/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,8;16,96;17,31;17,92;72,6;77,11;79,95;11,2;
"28/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,5;15,88;16,24;16,75;81,37;85,49;88,26;11,9;
"28/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";3;0;5;14,93;15,32;15,84;88,45;91,34;93,48;10,8;
"28/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";131;0;5,7;14,92;15,49;16,14;87,58;90,76;93,91;13,7;
"28/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";328;0;6,2;16,3;17,06;18,13;80,63;84,54;87,58;15,1;
"28/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";295;0;5,1;17,56;18,44;19,37;76,35;80,23;84,38;16,2;
"28/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";604;0;4,2;19,27;21,09;22,61;66,71;71,66;78,18;11,2;
"28/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";770;0;5;22,73;23,73;24,94;53,71;59,63;66,18;10,8;
"28/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";880;0;5;24,37;25,33;26,64;51,15;54,21;58,52;19,8;
"28/11/2025 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1157;0;8;26,59;27,69;28,37;38,63;43;51,65;22;
"28/11/2025 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1089;0;6,8;28,02;28,95;29,45;34,82;37,96;44,23;21,6;
"28/11/2025 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";904;0;6,5;29,11;29,84;30,25;32,41;35,21;38,55;19,1;
"28/11/2025 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";738;0;6,1;29,79;30,29;30,57;31,78;33,39;36,63;19,8;
"28/11/2025 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";524;0;5,8;29,68;30,06;30,64;32,13;33,39;34,57;17,3;
"28/11/2025 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";293;0;4,3;29,02;29,42;29,79;32,74;34,76;36,88;12,2;
"28/11/2025 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";80;0;1,5;26,87;28,04;28,96;36,98;39,85;43,06;7,2;
"28/11/2025 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;26,08;26,34;26,52;43,24;44,43;46,35;4,3;
"28/11/2025 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,4;25,64;26,19;26,58;41,68;42,8;44,5;7,6;
"28/11/2025 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,6;24,6;25,34;25,88;43,29;46,3;49,33;5,4;
"28/11/2025 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;24,28;24,77;25,04;47,8;50,12;53,65;4,7;
"28/11/2025 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;24,3;24,65;25,15;50,02;52,58;54,89;4;
"29/11/2025 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,7;24,22;24,42;24,77;51,33;53,92;56,71;4,7;5,8
"29/11/2025 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,5;23,82;24,28;24,87;50,31;53,96;58,64;4,7;
"29/11/2025 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,1;23,48;23,86;24,25;52,71;54,58;57,24;5,8;
"29/11/2025 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,5;22,73;23,24;24,15;49,7;53,51;59,02;10,4;
"29/11/2025 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,1;22,22;22,58;22,86;47,82;50,55;56,25;7,2;
"29/11/2025 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";2;0;2,6;21,8;21,97;22,4;50,02;51,66;53,71;5,8;
"29/11/2025 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";127;0;5;21,98;23,29;24,3;46,23;49,94;55,36;20,9;
"29/11/2025 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";339;0;4,7;24,27;25,12;26,05;45,84;48;50,88;14,8;
"29/11/2025 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";369;0;4,6;25,88;26,66;27,44;41,7;45,79;50,37;14;
"29/11/2025 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";603;0;4,9;27,72;28,49;29,4;34,34;40,41;45,28;10,8;
"29/11/2025 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";766;0;3,1;29,58;30,06;30,58;34,68;38,9;43,76;11,9;
"29/11/2025 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";961;0;4,5;29,93;30,54;30,91;35,61;37,77;42,77;17,6;
